"id","decisionnum","deckl","deckr","pair","deckchoice","effort_type","prog_type","effchoice","progchoice"
"A1P3HHEXWNLJMP",16,"deck2","deck5","2-5",76,"MM","NoProg_Prog",NA,0
"A1P3HHEXWNLJMP",17,"deck6","deck2","2-6",76,"MH","NoProg_Prog",1,1
"A1P3HHEXWNLJMP",18,"deck5","deck6","5-6",82,"MH","Prog_Prog",1,1
"A1P3HHEXWNLJMP",19,"deck1","deck6","1-6",76,"LH","NoProg_Prog",0,0
"A1P3HHEXWNLJMP",20,"deck6","deck2","2-6",76,"MH","NoProg_Prog",1,1
"A1P3HHEXWNLJMP",21,"deck5","deck1","1-5",82,"LM","NoProg_Prog",0,0
"A1P3HHEXWNLJMP",22,"deck4","deck5","4-5",76,"LM","Prog_Prog",0,1
"A1P3HHEXWNLJMP",23,"deck6","deck1","1-6",82,"LH","NoProg_Prog",0,0
"A1P3HHEXWNLJMP",24,"deck2","deck6","2-6",82,"MH","NoProg_Prog",1,1
"A1P3HHEXWNLJMP",25,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A1P3HHEXWNLJMP",26,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A1P3HHEXWNLJMP",27,"deck6","deck1","1-6",82,"LH","NoProg_Prog",0,0
"A1P3HHEXWNLJMP",28,"deck1","deck5","1-5",76,"LM","NoProg_Prog",0,0
"A1P3HHEXWNLJMP",29,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A1P3HHEXWNLJMP",30,"deck4","deck6","4-6",76,"LH","Prog_Prog",0,1
"A1P3HHEXWNLJMP",31,"deck4","deck6","4-6",76,"LH","Prog_Prog",0,1
"A1P3HHEXWNLJMP",32,"deck1","deck4","1-4",82,"LL","NoProg_Prog",NA,1
"A1P3HHEXWNLJMP",33,"deck3","deck6","3-6",82,"HH","NoProg_Prog",NA,1
"A1P3HHEXWNLJMP",34,"deck3","deck5","3-5",76,"MH","Prog_NoProg",1,0
"A1P3HHEXWNLJMP",35,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A1P3HHEXWNLJMP",36,"deck5","deck4","4-5",82,"LM","Prog_Prog",0,1
"A1P3HHEXWNLJMP",37,"deck1","deck3","1-3",76,"LH","NoProg_NoProg",0,0
"A1P3HHEXWNLJMP",38,"deck5","deck1","1-5",82,"LM","NoProg_Prog",0,0
"A1P3HHEXWNLJMP",39,"deck2","deck5","2-5",76,"MM","NoProg_Prog",NA,0
"A1P3HHEXWNLJMP",40,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A1P3HHEXWNLJMP",41,"deck6","deck3","3-6",76,"HH","NoProg_Prog",NA,1
"A1P3HHEXWNLJMP",42,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A1P3HHEXWNLJMP",43,"deck1","deck4","1-4",82,"LL","NoProg_Prog",NA,1
"A1P3HHEXWNLJMP",44,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A1P3HHEXWNLJMP",45,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A1P3HHEXWNLJMP",46,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A1P3HHEXWNLJMP",47,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A1P3HHEXWNLJMP",48,"deck4","deck5","4-5",76,"LM","Prog_Prog",0,1
"A1P3HHEXWNLJMP",49,"deck5","deck3","3-5",82,"MH","Prog_NoProg",1,0
"A1P3HHEXWNLJMP",50,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A1P3HHEXWNLJMP",51,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A1P3HHEXWNLJMP",52,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A1P3HHEXWNLJMP",53,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A1P3HHEXWNLJMP",54,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A1P3HHEXWNLJMP",55,"deck6","deck4","4-6",82,"LH","Prog_Prog",0,1
"A1P3HHEXWNLJMP",56,"deck1","deck5","1-5",76,"LM","NoProg_Prog",0,0
"A1P3HHEXWNLJMP",57,"deck4","deck2","2-4",76,"LM","Prog_NoProg",0,1
"A1P3HHEXWNLJMP",58,"deck5","deck3","3-5",82,"MH","Prog_NoProg",1,0
"A1P3HHEXWNLJMP",59,"deck6","deck3","3-6",82,"HH","NoProg_Prog",NA,0
"A1P3HHEXWNLJMP",60,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A1PHDT66U6IK4Q",1,"deck6","deck1","1-6",82,"LH","NoProg_Prog",0,0
"A1PHDT66U6IK4Q",2,"deck4","deck5","4-5",82,"LM","Prog_Prog",1,1
"A1PHDT66U6IK4Q",3,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A1PHDT66U6IK4Q",4,"deck4","deck3","3-4",82,"LH","Prog_NoProg",1,0
"A1PHDT66U6IK4Q",5,"deck2","deck3","2-3",76,"MH","NoProg_NoProg",0,0
"A1PHDT66U6IK4Q",6,"deck6","deck2","2-6",82,"MH","NoProg_Prog",0,0
"A1PHDT66U6IK4Q",7,"deck2","deck4","2-4",76,"LM","Prog_NoProg",1,0
"A1PHDT66U6IK4Q",8,"deck3","deck4","3-4",76,"LH","Prog_NoProg",1,0
"A1PHDT66U6IK4Q",9,"deck3","deck6","3-6",76,"HH","NoProg_Prog",NA,0
"A1PHDT66U6IK4Q",10,"deck1","deck5","1-5",76,"LM","NoProg_Prog",0,0
"A1PHDT66U6IK4Q",11,"deck5","deck2","2-5",82,"MM","NoProg_Prog",NA,0
"A1PHDT66U6IK4Q",12,"deck4","deck1","1-4",82,"LL","NoProg_Prog",NA,0
"A1PHDT66U6IK4Q",13,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A1PHDT66U6IK4Q",14,"deck4","deck6","4-6",82,"LH","Prog_Prog",1,1
"A1PHDT66U6IK4Q",15,"deck6","deck1","1-6",82,"LH","NoProg_Prog",0,0
"A1PHDT66U6IK4Q",16,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A1PHDT66U6IK4Q",17,"deck4","deck1","1-4",76,"LL","NoProg_Prog",NA,1
"A1PHDT66U6IK4Q",18,"deck6","deck4","4-6",76,"LH","Prog_Prog",1,1
"A1PHDT66U6IK4Q",19,"deck5","deck6","5-6",82,"MH","Prog_Prog",1,1
"A1PHDT66U6IK4Q",20,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A1PHDT66U6IK4Q",21,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A1PHDT66U6IK4Q",22,"deck3","deck6","3-6",82,"HH","NoProg_Prog",NA,1
"A1PHDT66U6IK4Q",23,"deck1","deck4","1-4",82,"LL","NoProg_Prog",NA,1
"A1PHDT66U6IK4Q",24,"deck5","deck3","3-5",82,"MH","Prog_NoProg",1,0
"A1PHDT66U6IK4Q",25,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A1PHDT66U6IK4Q",26,"deck4","deck5","4-5",76,"LM","Prog_Prog",0,1
"A1PHDT66U6IK4Q",27,"deck1","deck5","1-5",76,"LM","NoProg_Prog",0,0
"A1PHDT66U6IK4Q",28,"deck3","deck1","1-3",76,"LH","NoProg_NoProg",1,0
"A1PHDT66U6IK4Q",29,"deck4","deck6","4-6",82,"LH","Prog_Prog",1,1
"A1PHDT66U6IK4Q",30,"deck6","deck4","4-6",76,"LH","Prog_Prog",1,1
"A1PHDT66U6IK4Q",31,"deck3","deck2","2-3",76,"MH","NoProg_NoProg",1,0
"A1PHDT66U6IK4Q",32,"deck5","deck4","4-5",82,"LM","Prog_Prog",0,1
"A1PHDT66U6IK4Q",33,"deck1","deck3","1-3",82,"LH","NoProg_NoProg",1,0
"A1PHDT66U6IK4Q",34,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A1PHDT66U6IK4Q",35,"deck1","deck2","1-2",82,"LM","NoProg_NoProg",1,0
"A1PHDT66U6IK4Q",36,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A1PHDT66U6IK4Q",37,"deck4","deck2","2-4",76,"LM","Prog_NoProg",0,1
"A1PHDT66U6IK4Q",38,"deck5","deck3","3-5",76,"MH","Prog_NoProg",0,1
"A1PHDT66U6IK4Q",39,"deck2","deck1","1-2",76,"LM","NoProg_NoProg",1,0
"A1PHDT66U6IK4Q",40,"deck5","deck4","4-5",82,"LM","Prog_Prog",0,1
"A1PHDT66U6IK4Q",41,"deck5","deck1","1-5",82,"LM","NoProg_Prog",0,0
"A1PHDT66U6IK4Q",42,"deck4","deck2","2-4",76,"LM","Prog_NoProg",0,1
"A1PHDT66U6IK4Q",43,"deck6","deck3","3-6",76,"HH","NoProg_Prog",NA,1
"A1PHDT66U6IK4Q",44,"deck6","deck2","2-6",76,"MH","NoProg_Prog",1,1
"A1PHDT66U6IK4Q",45,"deck5","deck6","5-6",82,"MH","Prog_Prog",1,1
"A1PHDT66U6IK4Q",46,"deck6","deck5","5-6",76,"MH","Prog_Prog",1,1
"A1PHDT66U6IK4Q",47,"deck2","deck5","2-5",76,"MM","NoProg_Prog",NA,0
"A1PHDT66U6IK4Q",48,"deck1","deck4","1-4",76,"LL","NoProg_Prog",NA,0
"A1PHDT66U6IK4Q",49,"deck5","deck1","1-5",76,"LM","NoProg_Prog",1,1
"A1PHDT66U6IK4Q",50,"deck1","deck6","1-6",76,"LH","NoProg_Prog",0,0
"A1PHDT66U6IK4Q",51,"deck3","deck1","1-3",76,"LH","NoProg_NoProg",1,0
"A1PHDT66U6IK4Q",52,"deck3","deck5","3-5",76,"MH","Prog_NoProg",1,0
"A1PHDT66U6IK4Q",53,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A1PHDT66U6IK4Q",54,"deck1","deck6","1-6",76,"LH","NoProg_Prog",0,0
"A1PHDT66U6IK4Q",55,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A1PHDT66U6IK4Q",56,"deck6","deck5","5-6",76,"MH","Prog_Prog",1,1
"A1PHDT66U6IK4Q",57,"deck5","deck2","2-5",76,"MM","NoProg_Prog",NA,1
"A1PHDT66U6IK4Q",58,"deck2","deck5","2-5",76,"MM","NoProg_Prog",NA,0
"A1PHDT66U6IK4Q",59,"deck6","deck3","3-6",76,"HH","NoProg_Prog",NA,1
"A1PHDT66U6IK4Q",60,"deck1","deck3","1-3",76,"LH","NoProg_NoProg",0,0
"A1W7I6FN183I8F",1,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A1W7I6FN183I8F",2,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A1W7I6FN183I8F",3,"deck2","deck5","2-5",76,"MM","NoProg_Prog",NA,0
"A1W7I6FN183I8F",4,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A1W7I6FN183I8F",5,"deck4","deck5","4-5",76,"LM","Prog_Prog",0,1
"A1W7I6FN183I8F",6,"deck3","deck1","1-3",76,"LH","NoProg_NoProg",1,0
"A1W7I6FN183I8F",7,"deck6","deck3","3-6",82,"HH","NoProg_Prog",NA,0
"A1W7I6FN183I8F",8,"deck2","deck3","2-3",76,"MH","NoProg_NoProg",0,0
"A1W7I6FN183I8F",9,"deck4","deck1","1-4",76,"LL","NoProg_Prog",NA,1
"A1W7I6FN183I8F",10,"deck1","deck5","1-5",82,"LM","NoProg_Prog",1,1
"A1W7I6FN183I8F",11,"deck4","deck6","4-6",76,"LH","Prog_Prog",0,1
"A1W7I6FN183I8F",12,"deck6","deck5","5-6",76,"MH","Prog_Prog",1,1
"A1W7I6FN183I8F",13,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A1W7I6FN183I8F",14,"deck6","deck2","2-6",82,"MH","NoProg_Prog",0,0
"A1W7I6FN183I8F",15,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A1W7I6FN183I8F",16,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A1W7I6FN183I8F",17,"deck6","deck4","4-6",82,"LH","Prog_Prog",0,1
"A1W7I6FN183I8F",18,"deck1","deck6","1-6",82,"LH","NoProg_Prog",1,1
"A1W7I6FN183I8F",19,"deck6","deck3","3-6",76,"HH","NoProg_Prog",NA,1
"A1W7I6FN183I8F",20,"deck1","deck6","1-6",82,"LH","NoProg_Prog",1,1
"A1W7I6FN183I8F",21,"deck4","deck2","2-4",82,"LM","Prog_NoProg",1,0
"A1W7I6FN183I8F",22,"deck5","deck6","5-6",76,"MH","Prog_Prog",0,1
"A1W7I6FN183I8F",23,"deck4","deck1","1-4",82,"LL","NoProg_Prog",NA,0
"A1W7I6FN183I8F",24,"deck2","deck5","2-5",82,"MM","NoProg_Prog",NA,1
"A1W7I6FN183I8F",25,"deck6","deck5","5-6",76,"MH","Prog_Prog",1,1
"A1W7I6FN183I8F",26,"deck2","deck3","2-3",76,"MH","NoProg_NoProg",0,0
"A1W7I6FN183I8F",27,"deck1","deck3","1-3",76,"LH","NoProg_NoProg",0,0
"A1W7I6FN183I8F",28,"deck1","deck4","1-4",76,"LL","NoProg_Prog",NA,0
"A1W7I6FN183I8F",29,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A1W7I6FN183I8F",30,"deck4","deck6","4-6",82,"LH","Prog_Prog",1,1
"A1W7I6FN183I8F",31,"deck6","deck4","4-6",82,"LH","Prog_Prog",0,1
"A1W7I6FN183I8F",32,"deck5","deck4","4-5",82,"LM","Prog_Prog",0,1
"A1W7I6FN183I8F",33,"deck5","deck2","2-5",82,"MM","NoProg_Prog",NA,0
"A1W7I6FN183I8F",34,"deck3","deck1","1-3",76,"LH","NoProg_NoProg",1,0
"A1W7I6FN183I8F",35,"deck1","deck4","1-4",82,"LL","NoProg_Prog",NA,1
"A1W7I6FN183I8F",36,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A1W7I6FN183I8F",37,"deck1","deck5","1-5",76,"LM","NoProg_Prog",0,0
"A1W7I6FN183I8F",38,"deck3","deck5","3-5",76,"MH","Prog_NoProg",1,0
"A1W7I6FN183I8F",39,"deck5","deck1","1-5",82,"LM","NoProg_Prog",0,0
"A1W7I6FN183I8F",40,"deck3","deck4","3-4",76,"LH","Prog_NoProg",1,0
"A1W7I6FN183I8F",41,"deck5","deck3","3-5",76,"MH","Prog_NoProg",0,1
"A1W7I6FN183I8F",42,"deck2","deck1","1-2",76,"LM","NoProg_NoProg",1,0
"A1W7I6FN183I8F",43,"deck5","deck3","3-5",82,"MH","Prog_NoProg",1,0
"A1W7I6FN183I8F",44,"deck5","deck4","4-5",76,"LM","Prog_Prog",1,1
"A1W7I6FN183I8F",45,"deck3","deck6","3-6",76,"HH","NoProg_Prog",NA,0
"A1W7I6FN183I8F",46,"deck6","deck2","2-6",82,"MH","NoProg_Prog",0,0
"A1W7I6FN183I8F",47,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A1W7I6FN183I8F",48,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A1W7I6FN183I8F",49,"deck4","deck5","4-5",76,"LM","Prog_Prog",0,1
"A1W7I6FN183I8F",50,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A1W7I6FN183I8F",51,"deck4","deck2","2-4",82,"LM","Prog_NoProg",1,0
"A1W7I6FN183I8F",52,"deck5","deck6","5-6",82,"MH","Prog_Prog",1,1
"A1W7I6FN183I8F",53,"deck5","deck1","1-5",82,"LM","NoProg_Prog",0,0
"A1W7I6FN183I8F",54,"deck5","deck2","2-5",82,"MM","NoProg_Prog",NA,0
"A1W7I6FN183I8F",55,"deck1","deck3","1-3",82,"LH","NoProg_NoProg",1,0
"A1W7I6FN183I8F",56,"deck3","deck6","3-6",76,"HH","NoProg_Prog",NA,0
"A1W7I6FN183I8F",57,"deck4","deck3","3-4",82,"LH","Prog_NoProg",1,0
"A1W7I6FN183I8F",58,"deck4","deck3","3-4",82,"LH","Prog_NoProg",1,0
"A1W7I6FN183I8F",59,"deck6","deck1","1-6",82,"LH","NoProg_Prog",0,0
"A1W7I6FN183I8F",60,"deck6","deck1","1-6",76,"LH","NoProg_Prog",1,1
"A1YZ0ETOCJO1B2",1,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A1YZ0ETOCJO1B2",2,"deck5","deck6","5-6",76,"MH","Prog_Prog",0,1
"A1YZ0ETOCJO1B2",3,"deck4","deck1","1-4",76,"LL","NoProg_Prog",NA,1
"A1YZ0ETOCJO1B2",4,"deck4","deck6","4-6",82,"LH","Prog_Prog",1,1
"A1YZ0ETOCJO1B2",5,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A1YZ0ETOCJO1B2",6,"deck1","deck6","1-6",76,"LH","NoProg_Prog",0,0
"A1YZ0ETOCJO1B2",7,"deck5","deck6","5-6",76,"MH","Prog_Prog",0,1
"A1YZ0ETOCJO1B2",8,"deck6","deck1","1-6",76,"LH","NoProg_Prog",1,1
"A1YZ0ETOCJO1B2",9,"deck2","deck1","1-2",76,"LM","NoProg_NoProg",1,0
"A1YZ0ETOCJO1B2",10,"deck6","deck1","1-6",82,"LH","NoProg_Prog",0,0
"A1YZ0ETOCJO1B2",11,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A1YZ0ETOCJO1B2",12,"deck2","deck4","2-4",76,"LM","Prog_NoProg",1,0
"A1YZ0ETOCJO1B2",13,"deck5","deck3","3-5",82,"MH","Prog_NoProg",1,0
"A1YZ0ETOCJO1B2",14,"deck3","deck6","3-6",76,"HH","NoProg_Prog",NA,0
"A1YZ0ETOCJO1B2",15,"deck1","deck6","1-6",82,"LH","NoProg_Prog",1,1
"A1YZ0ETOCJO1B2",16,"deck6","deck4","4-6",82,"LH","Prog_Prog",0,1
"A1YZ0ETOCJO1B2",17,"deck6","deck3","3-6",82,"HH","NoProg_Prog",NA,0
"A1YZ0ETOCJO1B2",18,"deck2","deck1","1-2",76,"LM","NoProg_NoProg",1,0
"A1YZ0ETOCJO1B2",19,"deck1","deck5","1-5",82,"LM","NoProg_Prog",1,1
"A1YZ0ETOCJO1B2",20,"deck1","deck3","1-3",76,"LH","NoProg_NoProg",0,0
"A1YZ0ETOCJO1B2",21,"deck3","deck6","3-6",82,"HH","NoProg_Prog",NA,1
"A1YZ0ETOCJO1B2",22,"deck1","deck3","1-3",76,"LH","NoProg_NoProg",0,0
"A1YZ0ETOCJO1B2",23,"deck5","deck4","4-5",82,"LM","Prog_Prog",0,1
"A1YZ0ETOCJO1B2",24,"deck4","deck2","2-4",76,"LM","Prog_NoProg",0,1
"A1YZ0ETOCJO1B2",25,"deck1","deck4","1-4",82,"LL","NoProg_Prog",NA,1
"A1YZ0ETOCJO1B2",26,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A1YZ0ETOCJO1B2",27,"deck5","deck2","2-5",76,"MM","NoProg_Prog",NA,1
"A1YZ0ETOCJO1B2",28,"deck5","deck2","2-5",82,"MM","NoProg_Prog",NA,0
"A1YZ0ETOCJO1B2",29,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A1YZ0ETOCJO1B2",30,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A1YZ0ETOCJO1B2",31,"deck5","deck1","1-5",76,"LM","NoProg_Prog",1,1
"A1YZ0ETOCJO1B2",32,"deck2","deck5","2-5",76,"MM","NoProg_Prog",NA,0
"A1YZ0ETOCJO1B2",33,"deck1","deck4","1-4",76,"LL","NoProg_Prog",NA,0
"A1YZ0ETOCJO1B2",34,"deck2","deck5","2-5",82,"MM","NoProg_Prog",NA,1
"A1YZ0ETOCJO1B2",35,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A1YZ0ETOCJO1B2",36,"deck4","deck2","2-4",76,"LM","Prog_NoProg",0,1
"A1YZ0ETOCJO1B2",37,"deck4","deck1","1-4",76,"LL","NoProg_Prog",NA,1
"A1YZ0ETOCJO1B2",38,"deck1","deck5","1-5",82,"LM","NoProg_Prog",1,1
"A1YZ0ETOCJO1B2",39,"deck4","deck5","4-5",76,"LM","Prog_Prog",0,1
"A1YZ0ETOCJO1B2",40,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A1YZ0ETOCJO1B2",41,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A1YZ0ETOCJO1B2",42,"deck3","deck4","3-4",76,"LH","Prog_NoProg",1,0
"A1YZ0ETOCJO1B2",43,"deck5","deck1","1-5",76,"LM","NoProg_Prog",1,1
"A1YZ0ETOCJO1B2",44,"deck6","deck2","2-6",76,"MH","NoProg_Prog",1,1
"A1YZ0ETOCJO1B2",45,"deck3","deck2","2-3",76,"MH","NoProg_NoProg",1,0
"A1YZ0ETOCJO1B2",46,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A1YZ0ETOCJO1B2",47,"deck5","deck4","4-5",76,"LM","Prog_Prog",1,1
"A1YZ0ETOCJO1B2",48,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A1YZ0ETOCJO1B2",49,"deck4","deck6","4-6",76,"LH","Prog_Prog",0,1
"A1YZ0ETOCJO1B2",50,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A1YZ0ETOCJO1B2",51,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A1YZ0ETOCJO1B2",52,"deck3","deck2","2-3",76,"MH","NoProg_NoProg",1,0
"A1YZ0ETOCJO1B2",53,"deck5","deck3","3-5",76,"MH","Prog_NoProg",0,1
"A1YZ0ETOCJO1B2",54,"deck6","deck5","5-6",82,"MH","Prog_Prog",0,1
"A1YZ0ETOCJO1B2",55,"deck6","deck5","5-6",82,"MH","Prog_Prog",0,1
"A1YZ0ETOCJO1B2",56,"deck6","deck2","2-6",82,"MH","NoProg_Prog",0,0
"A1YZ0ETOCJO1B2",57,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A1YZ0ETOCJO1B2",58,"deck4","deck5","4-5",82,"LM","Prog_Prog",1,1
"A1YZ0ETOCJO1B2",59,"deck6","deck4","4-6",76,"LH","Prog_Prog",1,1
"A1YZ0ETOCJO1B2",60,"deck6","deck3","3-6",82,"HH","NoProg_Prog",NA,0
"A2196WCNDZULFS",1,"deck5","deck4","4-5",82,"LM","Prog_Prog",0,1
"A2196WCNDZULFS",2,"deck6","deck1","1-6",76,"LH","NoProg_Prog",1,1
"A2196WCNDZULFS",3,"deck5","deck2","2-5",76,"MM","NoProg_Prog",NA,1
"A2196WCNDZULFS",4,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A2196WCNDZULFS",5,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A2196WCNDZULFS",6,"deck5","deck4","4-5",82,"LM","Prog_Prog",0,1
"A2196WCNDZULFS",7,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A2196WCNDZULFS",8,"deck1","deck6","1-6",76,"LH","NoProg_Prog",0,0
"A2196WCNDZULFS",9,"deck4","deck6","4-6",76,"LH","Prog_Prog",0,1
"A2196WCNDZULFS",10,"deck3","deck2","2-3",76,"MH","NoProg_NoProg",1,0
"A2196WCNDZULFS",11,"deck5","deck1","1-5",82,"LM","NoProg_Prog",0,0
"A2196WCNDZULFS",12,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A2196WCNDZULFS",13,"deck6","deck4","4-6",82,"LH","Prog_Prog",0,1
"A2196WCNDZULFS",14,"deck3","deck6","3-6",76,"HH","NoProg_Prog",NA,0
"A2196WCNDZULFS",15,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A2196WCNDZULFS",16,"deck4","deck5","4-5",76,"LM","Prog_Prog",0,1
"A2196WCNDZULFS",17,"deck4","deck6","4-6",76,"LH","Prog_Prog",0,1
"A2196WCNDZULFS",18,"deck5","deck3","3-5",82,"MH","Prog_NoProg",1,0
"A2196WCNDZULFS",19,"deck2","deck5","2-5",82,"MM","NoProg_Prog",NA,1
"A2196WCNDZULFS",20,"deck6","deck2","2-6",76,"MH","NoProg_Prog",1,1
"A2196WCNDZULFS",21,"deck1","deck3","1-3",76,"LH","NoProg_NoProg",0,0
"A2196WCNDZULFS",22,"deck5","deck6","5-6",76,"MH","Prog_Prog",0,1
"A2196WCNDZULFS",23,"deck6","deck5","5-6",82,"MH","Prog_Prog",0,1
"A2196WCNDZULFS",24,"deck6","deck4","4-6",82,"LH","Prog_Prog",0,1
"A2196WCNDZULFS",25,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A2196WCNDZULFS",26,"deck3","deck6","3-6",76,"HH","NoProg_Prog",NA,0
"A2196WCNDZULFS",27,"deck6","deck2","2-6",82,"MH","NoProg_Prog",0,0
"A2196WCNDZULFS",28,"deck4","deck1","1-4",82,"LL","NoProg_Prog",NA,0
"A2196WCNDZULFS",29,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A2196WCNDZULFS",30,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A2196WCNDZULFS",31,"deck4","deck2","2-4",76,"LM","Prog_NoProg",0,1
"A2196WCNDZULFS",32,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A2196WCNDZULFS",33,"deck6","deck3","3-6",82,"HH","NoProg_Prog",NA,0
"A2196WCNDZULFS",34,"deck5","deck1","1-5",82,"LM","NoProg_Prog",0,0
"A2196WCNDZULFS",35,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A2196WCNDZULFS",36,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A2196WCNDZULFS",37,"deck5","deck6","5-6",76,"MH","Prog_Prog",0,1
"A2196WCNDZULFS",38,"deck2","deck5","2-5",82,"MM","NoProg_Prog",NA,1
"A2196WCNDZULFS",39,"deck5","deck2","2-5",82,"MM","NoProg_Prog",NA,0
"A2196WCNDZULFS",40,"deck6","deck5","5-6",82,"MH","Prog_Prog",0,1
"A2196WCNDZULFS",41,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A2196WCNDZULFS",42,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A2196WCNDZULFS",43,"deck6","deck3","3-6",82,"HH","NoProg_Prog",NA,0
"A2196WCNDZULFS",44,"deck1","deck4","1-4",82,"LL","NoProg_Prog",NA,1
"A2196WCNDZULFS",45,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A2196WCNDZULFS",46,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A2196WCNDZULFS",47,"deck1","deck4","1-4",76,"LL","NoProg_Prog",NA,0
"A2196WCNDZULFS",48,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A2196WCNDZULFS",49,"deck4","deck5","4-5",76,"LM","Prog_Prog",0,1
"A2196WCNDZULFS",50,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A2196WCNDZULFS",51,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A2196WCNDZULFS",52,"deck5","deck3","3-5",76,"MH","Prog_NoProg",0,1
"A2196WCNDZULFS",53,"deck6","deck1","1-6",82,"LH","NoProg_Prog",0,0
"A2196WCNDZULFS",54,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A2196WCNDZULFS",55,"deck4","deck2","2-4",76,"LM","Prog_NoProg",0,1
"A2196WCNDZULFS",56,"deck1","deck5","1-5",76,"LM","NoProg_Prog",0,0
"A2196WCNDZULFS",57,"deck4","deck1","1-4",82,"LL","NoProg_Prog",NA,0
