"id","decisionnum","deckl","deckr","pair","deckchoice","effort_type","prog_type","effchoice","progchoice"
"A2VNWJU49OOVFC",58,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A2VNWJU49OOVFC",59,"deck5","deck6","5-6",76,"MH","Prog_Prog",0,1
"A2VNWJU49OOVFC",60,"deck6","deck1","1-6",76,"LH","NoProg_Prog",1,1
"A2WPKP73S4MBLK",1,"deck5","deck3","3-5",76,"MH","Prog_NoProg",0,1
"A2WPKP73S4MBLK",2,"deck4","deck6","4-6",76,"LH","Prog_Prog",0,1
"A2WPKP73S4MBLK",3,"deck6","deck3","3-6",76,"HH","NoProg_Prog",NA,1
"A2WPKP73S4MBLK",4,"deck5","deck6","5-6",76,"MH","Prog_Prog",0,1
"A2WPKP73S4MBLK",5,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A2WPKP73S4MBLK",6,"deck3","deck6","3-6",82,"HH","NoProg_Prog",NA,1
"A2WPKP73S4MBLK",7,"deck3","deck2","2-3",76,"MH","NoProg_NoProg",1,0
"A2WPKP73S4MBLK",8,"deck5","deck4","4-5",82,"LM","Prog_Prog",0,1
"A2WPKP73S4MBLK",9,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A2WPKP73S4MBLK",10,"deck6","deck5","5-6",82,"MH","Prog_Prog",0,1
"A2WPKP73S4MBLK",11,"deck4","deck5","4-5",76,"LM","Prog_Prog",0,1
"A2WPKP73S4MBLK",12,"deck6","deck2","2-6",76,"MH","NoProg_Prog",1,1
"A2WPKP73S4MBLK",13,"deck4","deck1","1-4",76,"LL","NoProg_Prog",NA,1
"A2WPKP73S4MBLK",14,"deck1","deck6","1-6",82,"LH","NoProg_Prog",1,1
"A2WPKP73S4MBLK",15,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A2WPKP73S4MBLK",16,"deck1","deck3","1-3",76,"LH","NoProg_NoProg",0,0
"A2WPKP73S4MBLK",17,"deck4","deck5","4-5",76,"LM","Prog_Prog",0,1
"A2WPKP73S4MBLK",18,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A2WPKP73S4MBLK",19,"deck2","deck6","2-6",82,"MH","NoProg_Prog",1,1
"A2WPKP73S4MBLK",20,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A2WPKP73S4MBLK",21,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A2WPKP73S4MBLK",22,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A2WPKP73S4MBLK",23,"deck5","deck2","2-5",82,"MM","NoProg_Prog",NA,0
"A2WPKP73S4MBLK",24,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A2WPKP73S4MBLK",25,"deck4","deck2","2-4",76,"LM","Prog_NoProg",0,1
"A2WPKP73S4MBLK",26,"deck5","deck2","2-5",76,"MM","NoProg_Prog",NA,1
"A2WPKP73S4MBLK",27,"deck1","deck3","1-3",82,"LH","NoProg_NoProg",1,0
"A2WPKP73S4MBLK",28,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A2WPKP73S4MBLK",29,"deck6","deck4","4-6",82,"LH","Prog_Prog",0,1
"A2WPKP73S4MBLK",30,"deck6","deck5","5-6",82,"MH","Prog_Prog",0,1
"A2WPKP73S4MBLK",31,"deck2","deck6","2-6",82,"MH","NoProg_Prog",1,1
"A2WPKP73S4MBLK",32,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A2WPKP73S4MBLK",33,"deck1","deck4","1-4",82,"LL","NoProg_Prog",NA,1
"A2WPKP73S4MBLK",34,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A2WPKP73S4MBLK",35,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A2WPKP73S4MBLK",36,"deck5","deck6","5-6",76,"MH","Prog_Prog",0,1
"A2WPKP73S4MBLK",37,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A2WPKP73S4MBLK",38,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A2WPKP73S4MBLK",39,"deck3","deck6","3-6",82,"HH","NoProg_Prog",NA,1
"A2WPKP73S4MBLK",40,"deck6","deck2","2-6",76,"MH","NoProg_Prog",1,1
"A2WPKP73S4MBLK",41,"deck6","deck1","1-6",76,"LH","NoProg_Prog",1,1
"A2WPKP73S4MBLK",42,"deck1","deck4","1-4",82,"LL","NoProg_Prog",NA,1
"A2WPKP73S4MBLK",43,"deck1","deck5","1-5",82,"LM","NoProg_Prog",1,1
"A2WPKP73S4MBLK",44,"deck5","deck1","1-5",76,"LM","NoProg_Prog",1,1
"A2WPKP73S4MBLK",45,"deck6","deck4","4-6",76,"LH","Prog_Prog",1,1
"A2WPKP73S4MBLK",46,"deck1","deck5","1-5",82,"LM","NoProg_Prog",1,1
"A2WPKP73S4MBLK",47,"deck5","deck4","4-5",76,"LM","Prog_Prog",1,1
"A2WPKP73S4MBLK",48,"deck1","deck6","1-6",82,"LH","NoProg_Prog",1,1
"A2WPKP73S4MBLK",49,"deck5","deck3","3-5",76,"MH","Prog_NoProg",0,1
"A2WPKP73S4MBLK",50,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A2WPKP73S4MBLK",51,"deck6","deck3","3-6",76,"HH","NoProg_Prog",NA,1
"A2WPKP73S4MBLK",52,"deck4","deck2","2-4",76,"LM","Prog_NoProg",0,1
"A2WPKP73S4MBLK",53,"deck4","deck1","1-4",76,"LL","NoProg_Prog",NA,1
"A2WPKP73S4MBLK",54,"deck2","deck5","2-5",82,"MM","NoProg_Prog",NA,1
"A2WPKP73S4MBLK",55,"deck5","deck1","1-5",76,"LM","NoProg_Prog",1,1
"A2WPKP73S4MBLK",56,"deck6","deck1","1-6",76,"LH","NoProg_Prog",1,1
"A2WPKP73S4MBLK",57,"deck4","deck6","4-6",76,"LH","Prog_Prog",0,1
"A2WPKP73S4MBLK",58,"deck1","deck2","1-2",82,"LM","NoProg_NoProg",1,0
"A2WPKP73S4MBLK",59,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A2WPKP73S4MBLK",60,"deck2","deck5","2-5",82,"MM","NoProg_Prog",NA,1
"A2ZHBK2MDL2L51",1,"deck4","deck1","1-4",82,"LL","NoProg_Prog",NA,0
"A2ZHBK2MDL2L51",2,"deck6","deck3","3-6",82,"HH","NoProg_Prog",NA,0
"A2ZHBK2MDL2L51",3,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A2ZHBK2MDL2L51",4,"deck5","deck2","2-5",82,"MM","NoProg_Prog",NA,0
"A2ZHBK2MDL2L51",5,"deck6","deck2","2-6",82,"MH","NoProg_Prog",0,0
"A2ZHBK2MDL2L51",6,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A2ZHBK2MDL2L51",7,"deck1","deck5","1-5",82,"LM","NoProg_Prog",1,1
"A2ZHBK2MDL2L51",8,"deck6","deck1","1-6",82,"LH","NoProg_Prog",0,0
"A2ZHBK2MDL2L51",9,"deck1","deck6","1-6",82,"LH","NoProg_Prog",1,1
"A2ZHBK2MDL2L51",10,"deck6","deck5","5-6",82,"MH","Prog_Prog",0,1
"A2ZHBK2MDL2L51",11,"deck3","deck6","3-6",82,"HH","NoProg_Prog",NA,1
"A2ZHBK2MDL2L51",12,"deck1","deck2","1-2",82,"LM","NoProg_NoProg",1,0
"A2ZHBK2MDL2L51",13,"deck1","deck2","1-2",82,"LM","NoProg_NoProg",1,0
"A2ZHBK2MDL2L51",14,"deck4","deck6","4-6",82,"LH","Prog_Prog",1,1
"A2ZHBK2MDL2L51",15,"deck5","deck1","1-5",82,"LM","NoProg_Prog",0,0
"A2ZHBK2MDL2L51",16,"deck2","deck6","2-6",82,"MH","NoProg_Prog",1,1
"A2ZHBK2MDL2L51",17,"deck4","deck1","1-4",82,"LL","NoProg_Prog",NA,0
"A2ZHBK2MDL2L51",18,"deck5","deck3","3-5",82,"MH","Prog_NoProg",1,0
"A2ZHBK2MDL2L51",19,"deck4","deck6","4-6",82,"LH","Prog_Prog",1,1
"A2ZHBK2MDL2L51",20,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A2ZHBK2MDL2L51",21,"deck1","deck3","1-3",82,"LH","NoProg_NoProg",1,0
"A2ZHBK2MDL2L51",22,"deck5","deck6","5-6",82,"MH","Prog_Prog",1,1
"A2ZHBK2MDL2L51",23,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A2ZHBK2MDL2L51",24,"deck1","deck5","1-5",82,"LM","NoProg_Prog",1,1
"A2ZHBK2MDL2L51",25,"deck6","deck4","4-6",82,"LH","Prog_Prog",0,1
"A2ZHBK2MDL2L51",26,"deck5","deck1","1-5",82,"LM","NoProg_Prog",0,0
"A2ZHBK2MDL2L51",27,"deck3","deck6","3-6",82,"HH","NoProg_Prog",NA,1
"A2ZHBK2MDL2L51",28,"deck4","deck2","2-4",82,"LM","Prog_NoProg",1,0
"A2ZHBK2MDL2L51",29,"deck4","deck3","3-4",82,"LH","Prog_NoProg",1,0
"A2ZHBK2MDL2L51",30,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A2ZHBK2MDL2L51",31,"deck6","deck4","4-6",82,"LH","Prog_Prog",0,1
"A2ZHBK2MDL2L51",32,"deck1","deck6","1-6",82,"LH","NoProg_Prog",1,1
"A2ZHBK2MDL2L51",33,"deck5","deck3","3-5",82,"MH","Prog_NoProg",1,0
"A2ZHBK2MDL2L51",34,"deck6","deck5","5-6",82,"MH","Prog_Prog",0,1
"A2ZHBK2MDL2L51",35,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A2ZHBK2MDL2L51",36,"deck5","deck2","2-5",82,"MM","NoProg_Prog",NA,0
"A2ZHBK2MDL2L51",37,"deck4","deck2","2-4",82,"LM","Prog_NoProg",1,0
"A2ZHBK2MDL2L51",38,"deck4","deck5","4-5",82,"LM","Prog_Prog",1,1
"A2ZHBK2MDL2L51",39,"deck1","deck4","1-4",82,"LL","NoProg_Prog",NA,1
"A2ZHBK2MDL2L51",40,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A2ZHBK2MDL2L51",41,"deck2","deck6","2-6",82,"MH","NoProg_Prog",1,1
"A2ZHBK2MDL2L51",42,"deck2","deck5","2-5",82,"MM","NoProg_Prog",NA,1
"A2ZHBK2MDL2L51",43,"deck4","deck3","3-4",82,"LH","Prog_NoProg",1,0
"A2ZHBK2MDL2L51",44,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A2ZHBK2MDL2L51",45,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A2ZHBK2MDL2L51",46,"deck4","deck5","4-5",82,"LM","Prog_Prog",1,1
"A2ZHBK2MDL2L51",47,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A2ZHBK2MDL2L51",48,"deck6","deck2","2-6",82,"MH","NoProg_Prog",0,0
"A2ZHBK2MDL2L51",49,"deck2","deck5","2-5",82,"MM","NoProg_Prog",NA,1
"A2ZHBK2MDL2L51",50,"deck5","deck4","4-5",82,"LM","Prog_Prog",0,1
"A2ZHBK2MDL2L51",51,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A2ZHBK2MDL2L51",52,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A2ZHBK2MDL2L51",53,"deck6","deck1","1-6",82,"LH","NoProg_Prog",0,0
"A2ZHBK2MDL2L51",54,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A2ZHBK2MDL2L51",55,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A2ZHBK2MDL2L51",56,"deck1","deck3","1-3",82,"LH","NoProg_NoProg",1,0
"A2ZHBK2MDL2L51",57,"deck6","deck3","3-6",82,"HH","NoProg_Prog",NA,0
"A2ZHBK2MDL2L51",58,"deck1","deck4","1-4",82,"LL","NoProg_Prog",NA,1
"A2ZHBK2MDL2L51",59,"deck5","deck4","4-5",82,"LM","Prog_Prog",0,1
"A2ZHBK2MDL2L51",60,"deck5","deck6","5-6",82,"MH","Prog_Prog",1,1
"A301F4BXHGHEYJ",1,"deck3","deck6","3-6",82,"HH","NoProg_Prog",NA,1
"A301F4BXHGHEYJ",2,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A301F4BXHGHEYJ",3,"deck1","deck3","1-3",76,"LH","NoProg_NoProg",0,0
"A301F4BXHGHEYJ",4,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A301F4BXHGHEYJ",5,"deck5","deck1","1-5",76,"LM","NoProg_Prog",1,1
"A301F4BXHGHEYJ",6,"deck5","deck1","1-5",76,"LM","NoProg_Prog",1,1
"A301F4BXHGHEYJ",7,"deck4","deck3","3-4",82,"LH","Prog_NoProg",1,0
"A301F4BXHGHEYJ",8,"deck3","deck5","3-5",76,"MH","Prog_NoProg",1,0
"A301F4BXHGHEYJ",9,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A301F4BXHGHEYJ",10,"deck3","deck6","3-6",76,"HH","NoProg_Prog",NA,0
"A301F4BXHGHEYJ",11,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A301F4BXHGHEYJ",12,"deck5","deck3","3-5",76,"MH","Prog_NoProg",0,1
"A301F4BXHGHEYJ",13,"deck6","deck1","1-6",82,"LH","NoProg_Prog",0,0
"A301F4BXHGHEYJ",14,"deck6","deck3","3-6",82,"HH","NoProg_Prog",NA,0
"A301F4BXHGHEYJ",15,"deck1","deck4","1-4",82,"LL","NoProg_Prog",NA,1
"A301F4BXHGHEYJ",16,"deck2","deck5","2-5",76,"MM","NoProg_Prog",NA,0
"A301F4BXHGHEYJ",17,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A301F4BXHGHEYJ",18,"deck1","deck6","1-6",76,"LH","NoProg_Prog",0,0
"A301F4BXHGHEYJ",19,"deck6","deck2","2-6",82,"MH","NoProg_Prog",0,0
"A301F4BXHGHEYJ",20,"deck3","deck4","3-4",76,"LH","Prog_NoProg",1,0
"A301F4BXHGHEYJ",21,"deck1","deck2","1-2",82,"LM","NoProg_NoProg",1,0
"A301F4BXHGHEYJ",22,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A301F4BXHGHEYJ",23,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A301F4BXHGHEYJ",24,"deck5","deck6","5-6",76,"MH","Prog_Prog",0,1
"A301F4BXHGHEYJ",25,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A301F4BXHGHEYJ",26,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A301F4BXHGHEYJ",27,"deck5","deck2","2-5",82,"MM","NoProg_Prog",NA,0
"A301F4BXHGHEYJ",28,"deck4","deck1","1-4",82,"LL","NoProg_Prog",NA,0
"A301F4BXHGHEYJ",29,"deck5","deck2","2-5",76,"MM","NoProg_Prog",NA,1
"A301F4BXHGHEYJ",30,"deck4","deck2","2-4",82,"LM","Prog_NoProg",1,0
"A301F4BXHGHEYJ",31,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A301F4BXHGHEYJ",32,"deck6","deck2","2-6",82,"MH","NoProg_Prog",0,0
"A301F4BXHGHEYJ",33,"deck6","deck1","1-6",76,"LH","NoProg_Prog",1,1
"A301F4BXHGHEYJ",34,"deck6","deck4","4-6",82,"LH","Prog_Prog",0,1
"A301F4BXHGHEYJ",35,"deck6","deck3","3-6",76,"HH","NoProg_Prog",NA,1
"A301F4BXHGHEYJ",36,"deck1","deck4","1-4",76,"LL","NoProg_Prog",NA,0
"A301F4BXHGHEYJ",37,"deck1","deck5","1-5",76,"LM","NoProg_Prog",0,0
"A301F4BXHGHEYJ",38,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A301F4BXHGHEYJ",39,"deck6","deck4","4-6",76,"LH","Prog_Prog",1,1
"A301F4BXHGHEYJ",40,"deck4","deck6","4-6",82,"LH","Prog_Prog",1,1
"A301F4BXHGHEYJ",41,"deck6","deck5","5-6",76,"MH","Prog_Prog",1,1
"A301F4BXHGHEYJ",42,"deck5","deck6","5-6",76,"MH","Prog_Prog",0,1
"A301F4BXHGHEYJ",43,"deck4","deck5","4-5",82,"LM","Prog_Prog",1,1
"A301F4BXHGHEYJ",44,"deck4","deck6","4-6",82,"LH","Prog_Prog",1,1
"A301F4BXHGHEYJ",45,"deck6","deck5","5-6",76,"MH","Prog_Prog",1,1
"A301F4BXHGHEYJ",46,"deck1","deck5","1-5",82,"LM","NoProg_Prog",1,1
"A301F4BXHGHEYJ",47,"deck1","deck2","1-2",82,"LM","NoProg_NoProg",1,0
"A301F4BXHGHEYJ",48,"deck4","deck5","4-5",82,"LM","Prog_Prog",1,1
"A301F4BXHGHEYJ",49,"deck1","deck3","1-3",82,"LH","NoProg_NoProg",1,0
"A301F4BXHGHEYJ",50,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A301F4BXHGHEYJ",51,"deck2","deck5","2-5",76,"MM","NoProg_Prog",NA,0
"A301F4BXHGHEYJ",52,"deck4","deck1","1-4",76,"LL","NoProg_Prog",NA,1
"A301F4BXHGHEYJ",53,"deck4","deck2","2-4",82,"LM","Prog_NoProg",1,0
"A301F4BXHGHEYJ",54,"deck4","deck3","3-4",82,"LH","Prog_NoProg",1,0
"A301F4BXHGHEYJ",55,"deck5","deck4","4-5",82,"LM","Prog_Prog",0,1
"A301F4BXHGHEYJ",56,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A301F4BXHGHEYJ",57,"deck1","deck6","1-6",76,"LH","NoProg_Prog",0,0
"A301F4BXHGHEYJ",58,"deck5","deck3","3-5",76,"MH","Prog_NoProg",0,1
"A301F4BXHGHEYJ",59,"deck5","deck4","4-5",76,"LM","Prog_Prog",1,1
"A301F4BXHGHEYJ",60,"deck2","deck4","2-4",76,"LM","Prog_NoProg",1,0
"A30M8BK9ILSO2P",1,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A30M8BK9ILSO2P",2,"deck5","deck4","4-5",76,"LM","Prog_Prog",1,1
"A30M8BK9ILSO2P",3,"deck6","deck1","1-6",76,"LH","NoProg_Prog",1,1
"A30M8BK9ILSO2P",4,"deck6","deck3","3-6",76,"HH","NoProg_Prog",NA,1
"A30M8BK9ILSO2P",5,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A30M8BK9ILSO2P",6,"deck1","deck3","1-3",76,"LH","NoProg_NoProg",0,0
"A30M8BK9ILSO2P",7,"deck5","deck6","5-6",76,"MH","Prog_Prog",0,1
"A30M8BK9ILSO2P",8,"deck3","deck5","3-5",76,"MH","Prog_NoProg",1,0
"A30M8BK9ILSO2P",9,"deck2","deck6","2-6",82,"MH","NoProg_Prog",1,1
"A30M8BK9ILSO2P",10,"deck5","deck2","2-5",76,"MM","NoProg_Prog",NA,1
"A30M8BK9ILSO2P",11,"deck1","deck4","1-4",76,"LL","NoProg_Prog",NA,0
"A30M8BK9ILSO2P",12,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A30M8BK9ILSO2P",13,"deck6","deck5","5-6",76,"MH","Prog_Prog",1,1
"A30M8BK9ILSO2P",14,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A30M8BK9ILSO2P",15,"deck3","deck1","1-3",82,"LH","NoProg_NoProg",0,0
"A30M8BK9ILSO2P",16,"deck3","deck6","3-6",76,"HH","NoProg_Prog",NA,0
"A30M8BK9ILSO2P",17,"deck3","deck2","2-3",76,"MH","NoProg_NoProg",1,0
"A30M8BK9ILSO2P",18,"deck6","deck3","3-6",82,"HH","NoProg_Prog",NA,0
"A30M8BK9ILSO2P",19,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A30M8BK9ILSO2P",20,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A30M8BK9ILSO2P",21,"deck1","deck4","1-4",82,"LL","NoProg_Prog",NA,1
"A30M8BK9ILSO2P",22,"deck5","deck3","3-5",82,"MH","Prog_NoProg",1,0
"A30M8BK9ILSO2P",23,"deck4","deck5","4-5",82,"LM","Prog_Prog",1,1
"A30M8BK9ILSO2P",24,"deck5","deck4","4-5",76,"LM","Prog_Prog",1,1
"A30M8BK9ILSO2P",25,"deck4","deck1","1-4",76,"LL","NoProg_Prog",NA,1
"A30M8BK9ILSO2P",26,"deck1","deck6","1-6",76,"LH","NoProg_Prog",0,0
"A30M8BK9ILSO2P",27,"deck2","deck5","2-5",76,"MM","NoProg_Prog",NA,0
"A30M8BK9ILSO2P",28,"deck2","deck1","1-2",76,"LM","NoProg_NoProg",1,0
"A30M8BK9ILSO2P",29,"deck6","deck2","2-6",82,"MH","NoProg_Prog",0,0
"A30M8BK9ILSO2P",30,"deck4","deck2","2-4",82,"LM","Prog_NoProg",1,0
"A30M8BK9ILSO2P",31,"deck5","deck3","3-5",82,"MH","Prog_NoProg",1,0
"A30M8BK9ILSO2P",32,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A30M8BK9ILSO2P",33,"deck4","deck6","4-6",76,"LH","Prog_Prog",0,1
"A30M8BK9ILSO2P",34,"deck5","deck1","1-5",82,"LM","NoProg_Prog",0,0
"A30M8BK9ILSO2P",35,"deck6","deck2","2-6",82,"MH","NoProg_Prog",0,0
"A30M8BK9ILSO2P",36,"deck2","deck1","1-2",76,"LM","NoProg_NoProg",1,0
"A30M8BK9ILSO2P",37,"deck2","deck5","2-5",82,"MM","NoProg_Prog",NA,1
"A30M8BK9ILSO2P",38,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A30M8BK9ILSO2P",39,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A30M8BK9ILSO2P",40,"deck3","deck6","3-6",76,"HH","NoProg_Prog",NA,0
"A30M8BK9ILSO2P",41,"deck4","deck2","2-4",76,"LM","Prog_NoProg",0,1
"A30M8BK9ILSO2P",42,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A30M8BK9ILSO2P",43,"deck6","deck5","5-6",76,"MH","Prog_Prog",1,1
"A30M8BK9ILSO2P",44,"deck1","deck6","1-6",82,"LH","NoProg_Prog",1,1
"A30M8BK9ILSO2P",45,"deck4","deck6","4-6",76,"LH","Prog_Prog",0,1
"A30M8BK9ILSO2P",46,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A30M8BK9ILSO2P",47,"deck4","deck1","1-4",76,"LL","NoProg_Prog",NA,1
"A30M8BK9ILSO2P",48,"deck6","deck4","4-6",76,"LH","Prog_Prog",1,1
"A30M8BK9ILSO2P",49,"deck5","deck1","1-5",76,"LM","NoProg_Prog",1,1
"A30M8BK9ILSO2P",50,"deck5","deck2","2-5",76,"MM","NoProg_Prog",NA,1
"A30M8BK9ILSO2P",51,"deck1","deck3","1-3",76,"LH","NoProg_NoProg",0,0
"A30M8BK9ILSO2P",52,"deck5","deck6","5-6",82,"MH","Prog_Prog",1,1
"A30M8BK9ILSO2P",53,"deck1","deck5","1-5",76,"LM","NoProg_Prog",0,0
"A30M8BK9ILSO2P",54,"deck1","deck5","1-5",82,"LM","NoProg_Prog",1,1
"A30M8BK9ILSO2P",55,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A30M8BK9ILSO2P",56,"deck6","deck4","4-6",76,"LH","Prog_Prog",1,1
"A30M8BK9ILSO2P",57,"deck2","deck3","2-3",82,"MH","NoProg_NoProg",1,0
"A30M8BK9ILSO2P",58,"deck6","deck1","1-6",76,"LH","NoProg_Prog",1,1
"A30M8BK9ILSO2P",59,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A30M8BK9ILSO2P",60,"deck4","deck5","4-5",76,"LM","Prog_Prog",0,1
"A34CPKFZXBX1PO",1,"deck3","deck6","3-6",82,"HH","NoProg_Prog",NA,1
"A34CPKFZXBX1PO",2,"deck2","deck3","2-3",76,"MH","NoProg_NoProg",0,0
"A34CPKFZXBX1PO",3,"deck4","deck6","4-6",76,"LH","Prog_Prog",0,1
"A34CPKFZXBX1PO",4,"deck5","deck3","3-5",76,"MH","Prog_NoProg",0,1
"A34CPKFZXBX1PO",5,"deck6","deck4","4-6",76,"LH","Prog_Prog",1,1
"A34CPKFZXBX1PO",6,"deck1","deck6","1-6",76,"LH","NoProg_Prog",0,0
"A34CPKFZXBX1PO",7,"deck5","deck6","5-6",76,"MH","Prog_Prog",0,1
"A34CPKFZXBX1PO",8,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A34CPKFZXBX1PO",9,"deck5","deck1","1-5",82,"LM","NoProg_Prog",0,0
"A34CPKFZXBX1PO",10,"deck4","deck5","4-5",76,"LM","Prog_Prog",0,1
"A34CPKFZXBX1PO",11,"deck6","deck4","4-6",82,"LH","Prog_Prog",0,1
"A34CPKFZXBX1PO",12,"deck5","deck1","1-5",76,"LM","NoProg_Prog",1,1
"A34CPKFZXBX1PO",13,"deck4","deck2","2-4",76,"LM","Prog_NoProg",0,1
"A34CPKFZXBX1PO",14,"deck6","deck5","5-6",76,"MH","Prog_Prog",1,1
"A34CPKFZXBX1PO",15,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A34CPKFZXBX1PO",16,"deck2","deck1","1-2",82,"LM","NoProg_NoProg",0,0
"A34CPKFZXBX1PO",17,"deck6","deck1","1-6",82,"LH","NoProg_Prog",0,0
"A34CPKFZXBX1PO",18,"deck1","deck4","1-4",76,"LL","NoProg_Prog",NA,0
"A34CPKFZXBX1PO",19,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A34CPKFZXBX1PO",20,"deck4","deck1","1-4",82,"LL","NoProg_Prog",NA,0
"A34CPKFZXBX1PO",21,"deck6","deck1","1-6",82,"LH","NoProg_Prog",0,0
"A34CPKFZXBX1PO",22,"deck4","deck2","2-4",76,"LM","Prog_NoProg",0,1
"A34CPKFZXBX1PO",23,"deck3","deck2","2-3",82,"MH","NoProg_NoProg",0,0
"A34CPKFZXBX1PO",24,"deck4","deck6","4-6",76,"LH","Prog_Prog",0,1
"A34CPKFZXBX1PO",25,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A34CPKFZXBX1PO",26,"deck5","deck4","4-5",76,"LM","Prog_Prog",1,1
"A34CPKFZXBX1PO",27,"deck1","deck5","1-5",82,"LM","NoProg_Prog",1,1
"A34CPKFZXBX1PO",28,"deck2","deck6","2-6",76,"MH","NoProg_Prog",0,0
"A34CPKFZXBX1PO",29,"deck3","deck5","3-5",82,"MH","Prog_NoProg",0,1
"A34CPKFZXBX1PO",30,"deck1","deck5","1-5",76,"LM","NoProg_Prog",0,0
"A34CPKFZXBX1PO",31,"deck2","deck4","2-4",82,"LM","Prog_NoProg",0,1
"A34CPKFZXBX1PO",32,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A34CPKFZXBX1PO",33,"deck4","deck3","3-4",76,"LH","Prog_NoProg",0,1
"A34CPKFZXBX1PO",34,"deck2","deck5","2-5",82,"MM","NoProg_Prog",NA,1
"A34CPKFZXBX1PO",35,"deck4","deck1","1-4",82,"LL","NoProg_Prog",NA,0
"A34CPKFZXBX1PO",36,"deck1","deck2","1-2",76,"LM","NoProg_NoProg",0,0
"A34CPKFZXBX1PO",37,"deck3","deck4","3-4",82,"LH","Prog_NoProg",0,1
"A34CPKFZXBX1PO",38,"deck1","deck3","1-3",76,"LH","NoProg_NoProg",0,0
"A34CPKFZXBX1PO",39,"deck6","deck2","2-6",82,"MH","NoProg_Prog",0,0
